Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,gn-container-2-3gn-d40-basic-line-723040,title,tr,,,"GN-kantin, 2/3 GN, T40, Basic Line","GN kap ,2/3GN,D40, Basic Line"
Product,gn-container-2-3gn-d40-basic-line-723040,body_html,tr,,,,"EN 631'e uygun, paslanmaz krom nikel çelikten, ipeksi mat yüzeyli GN küvetler."
Product,gn-container-2-3gn-d65-basic-line-723065,title,tr,,,"GN-kantin, 2/3 GN, T65, Basic Line","GN kap , 2/3GN,D65, Basic Line"
Product,gn-container-2-3gn-d65-basic-line-723065,body_html,tr,,,,"EN 631'e uygun, paslanmaz krom nikel çelikten, ipeksi mat yüzeyli GN küvetler."
Product,gn-container-2-3gn-d100-basic-line-723100,title,tr,,,"GN-kantin, 2/3 GN, T100, Basic Line","GN kap , 2/3GN,D100, Basic Line"
Product,gn-container-2-3gn-d100-basic-line-723100,body_html,tr,,,GN-kantin enligt EN 631 av rostfritt kromnickelstål med sidenmatt yta.,"EN 631'e uygun, paslanmaz krom-nikel çelikten, yarı mat yüzeyli GN küvetler."
Product,gn-container-2-3gn-d150-basic-line-723150,title,tr,,,"GN-kantin, 2/3 GN, T150, Basic Line","GN kap , 2/3GN,D150, Basic Line"
Product,gn-container-2-3gn-d150-basic-line-723150,body_html,tr,,,,"EN 631'e uygun, paslanmaz krom nikel çelikten, ipeksi mat yüzeyli GN küvetler."
Product,gn-container-2-3gn-t200-basic-line-723200,title,tr,,,"GN-kantin, 2/3GN, T200, Basic Line","GN kap ,2/3GN,T200,Basic Line"
Product,gn-container-2-3gn-t200-basic-line-723200,body_html,tr,,,,"EN 631'e uygun, paslanmaz krom nikel çelikten, ipeksi mat yüzeyli GN küvetler."
Product,set-of-guiding-rails-right-left-780002,title,tr,,,Set med uppläggningsskenor höger-vänster,"Set of guiding rails, right-left"
Product,set-of-guiding-rails-right-left-780002,body_html,tr,,,"Uppläggningsskenor, höger-vänster, för varmluftsugn AT400 – 4 insatser, 80 mm avstånd, 1/1-GN-format. Möjliggör ordnad insättning av GN-plåtar i AT400. För kök som utnyttjar sin ugn maximalt och arbetar strukturerat med GN-plåtar.","AT400 konveksiyonlu fırın için taşıyıcı ray seti (sağ-sol) — 4 raf, 80 mm aralık, 1/1 GN formatı. GN tepsilerin AT400'e düzenli yerleştirilmesini sağlar. Fırınını tam kapasite kullanan ve GN tepsilerle sistemli çalışan mutfaklar için."
Product,baking-tray-at90120-786008,title,tr,,,Bakplåt AT90120,Fırın tepsisi AT90120
Product,baking-tray-at90120-786008,body_html,tr,,,Bakplåt för universell användning med varmluftsugnarna i AT90- och AT120-serien.,AT90 ve AT120 serisi konveksiyonlu fırınlar için evrensel fırın tepsisi.
Product,grid-1-2-gn-786009,title,tr,,,Galler 1/2 GN,Grid 1/2 GN
Product,grid-1-2-gn-786009,body_html,tr,,,"Galler lämpligt för ½ GN-ställningar, kan även användas för varmluftsugn AT110","½ GN yuvalara uygun ızgara, AT110 konveksiyonlu fırınla da kullanılabilir."
Product,grid-at90120-786010,title,tr,,,Galler AT90120,Grid AT90120
Product,grid-at90120-786010,body_html,tr,,,Universellt användbart galler för varmluftsugnarna i AT90- och AT120-serien.,AT90 ve AT120 serisi konveksiyonlu fırınlar için evrensel kullanımlı ızgara.
Product,gas-connection-kit-825152,title,tr,,,"Gasanslutningsset, endast utomhusbruk",Gas connection kit
Product,heater-st2000-e-825207,title,tr,,,"Värmestrålare 2000D I, stativ",Isıtıcı ST2000 E
Product,heater-w3000-e-825214,title,tr,,,Elektrisk infraröd-värmare W3000,Isıtıcı W3000 E
Product,heater-w3000-e-825214,body_html,tr,,,Den perfekta Värmekällan för inomhus- och utomhusbruk. Värmerören har en hög strålningseffekt och ger en omedelbar och behaglig värme.,İç ve dış mekân kullanımı için ideal ısı kaynağı. Yüksek ışıma gücüyle kızılötesi ısıtma boruları anında ve hoş bir sıcaklık üretir.
Product,heater-w2000-e-825215,title,tr,,,Elektr. infraröd-värmare W2000,Isıtıcı W2000 E
Product,heater-w2000-e-825215,body_html,tr,,,En idealisk värmekälla för inom- och utomhusbruk. IR-värmeröret har en hög strålkraft och genererar härlig värme direkt.,İç ve dış mekân için ideal ısı kaynağı. Bu güçlü ısıtıcının ısıtma boruları anında hoş bir sıcaklık üretir.
Product,infrared-heating-tube-900w-825216,title,tr,,,Infraröd-värmerör 900 W,Infrared heating tube 900W
Product,infrared-heating-tube-900w-825216,body_html,tr,,,Infraröd värmerör 900 W (Ruby Red) – ersättningsrör för kompatibla värmebryggor och värmeenheter i denna effektklass. Regelbundet byte håller värmeeffekten konstant. För kök som själva underhåller sina infraröda värmesystem och förebyggande håller reservdelar i lager.,"900 W kızılötesi ısıtma borusu (Ruby Red) — bu güç sınıfındaki uyumlu ısı köprüleri ve ısıtma üniteleri için yedek boru. Düzenli değişim, ısıtma performansını sabit tutar. Kızılötesi ısıtma sistemlerinin bakımını kendi yapan ve önlem olarak yedek parça bulunduran mutfaklar için."
Product,infrared-heating-tube-1500-w-right-825217,title,tr,,,"Infraröd-värmerör 1500 W, höger","Infrared heating tube 1500 W, right"
Product,infrared-heating-tube-1500-w-right-825217,body_html,tr,,,"Infraröd värmerör 1 500 W, höger utförande – direkt ersättning för kompatibla värmebryggor och värmeenheter. Regelbundet byte håller värmeeffekten konstant. För kök som själva underhåller sina värmebryggor och vill minimera driftstopp.","1.500 W kızılötesi ısıtma borusu, sağ model — uyumlu yemek ısıtıcıları ve ısıtma üniteleri için doğrudan yedek. Düzenli değişim, ısıtma gücünü sabit tutar. Yemek ısıtıcılarının bakımını kendi yapan ve duruş süresini en aza indirmek isteyen mutfaklar için."
Product,infrared-heating-tube-1500-w-left-825218,title,tr,,,"Infraröd-värmerör 1500 W, vänster","Infrared heating tube 1500 W, left"
Product,infrared-heating-tube-1500-w-left-825218,body_html,tr,,,"Infraröd värmerör 1 500 W, vänsterutförande – direkt ersättning för kompatibla värmebryggor och varmhållningsenheter. Byt ut som standard för att hålla värmeeffekten konstant. För kök som själva underhåller sina värmebryggor och undviker driftstopp genom att ha reservdelar i lager.","1.500 W kızılötesi ısıtma borusu, sol model — uyumlu ısı köprüleri ve ısıtma üniteleri için doğrudan yedek. Isıtma performansını sabit tutmak için standart olarak değiştirin. Isı köprülerinin bakımını kendi yapan ve yedek parça bulundurarak duruş süresinden kaçınan mutfaklar için."
Product,infrared-heating-tube-2000w-825219,title,tr,,,Infraröd-värmerör 2000 W,Infrared heating tube 2000W
Product,infrared-heating-tube-2000w-825219,body_html,tr,,,Infraröd värmerör 2 000 W – högpresterande ersättningsrör för kompatibla värmebroar och varmhållningsenheter. För serveringsområden med högt värmebehov som med ett kraftfullt ersättningselement kan underhålla sina infraröda varmhållningssystem på egen hand och minimera driftstopp.,"2.000 W kızılötesi ısıtma borusu — uyumlu ısı köprüleri ve ısıtma üniteleri için yüksek performanslı yedek boru. Isı ihtiyacı yüksek olan, kızılötesi ısıtma sistemlerini güçlü bir yedek elemanla kendi bakan ve böylece duruş süresini en aza indiren servis alanları için."
Product,heater-holder-w3000-825222,title,tr,,,Värmestrålarfäste W3000,Isıtıcı holder W3000
Product,heater-holder-w3000-825222,body_html,tr,,,Detta fäste gör det enkelt att sätta upp och ta ned infraröd-värmestrålare W3000. Det säkerställer en flexibel användning på basis av behoven.,"Bu askı, W3000 kızılötesi ısıtıcının montaj ve sökümünü kolaylaştırır. Bu da ihtiyaca göre esnek kullanım garanti eder."
Product,heater-st3000-3-e360-825223,title,tr,,,Värmestrålare ST3000 3-E360,Isıtıcı ST3000 3-E360
Product,heater-st3000-3-e360-825223,body_html,tr,,,Terrassvärmare med upp till 360° värmestrålning runtom. De 3 lutningsbara värmestrålarna levererar effektiv infraröd-värme.,"360°'ye varan çepeçevre ısıtmalı teras ısıtıcısı. Eğilebilen üç ışınımlı ısıtıcı, çevreye verimli kızılötesi ısı sağlar."
Product,infrared-heating-tubes-1000w-825226,title,tr,,,Infraröd-värmerör 1000W,Infrared heating tubes 1000W
Product,infrared-heating-tubes-1000w-825226,body_html,tr,,,Passar för värmestrålare ST3000 3-E360. Det 1000 W starka värmeröret levererar effektiv infraröd-värme ut i omgivningen.,ST3000 3-E360 ısıtıcıya uygundur. 1000 wattlık ısıtma boruları çevreye etkili kızılötesi ısı sağlar.
Product,hand-dryer-2-1kw-plastic-850000,title,tr,,,"Handtork, 2,1kW, plast","El kurutma makinesi , 2,1kW, plastic"
Product,hand-dryer-2-3kw-ss-850001,title,tr,,,"Handtork, 2,3kW, CNS","El kurutma makinesi , 2,3kW, SS"
Product,hand-dryer-2-3kw-ss-850001,body_html,tr,,,"Högblank handtork i rostfritt stål med 58 liter/sek. luftflöde, vridbar luftutloppsmunstycke och automatisk stoppfunktion. Torkar på ca 60 sekunder vid 60 °C. Väggmontering, fästmaterial ingår. För sanitetsutrymmen inom restaurangbranschen med hög besöksfrekvens.","Parlak paslanmaz çelik el kurutma makinesi, 58 litre/sn hava çıkışı, döner hava çıkış ağzı ve otomatik durdurma işlevi. 60 °C'de yaklaşık 60 saniyede kurutur. Duvara montaj, sabitleme malzemeleri dahil. Ziyaretçi trafiği yoğun yeme-içme işletmesi lavaboları için."
Product,hand-dryer-jet-1800-850002,title,tr,,,Handtork Jet 1800,El kurutma makinesi Jet 1800
Product,hand-dryer-jet-1800-850002,body_html,tr,,,Högeffektiva luftmunstycken torkar händerna snabbt och grundligt. Denna effektiva handtorkningsmetod är hygienisk och dessutom ekonomisk.,Güçlü ağızlar hızlı ve iyi bir el kurutması sağlar. Bu verimli el kurutma yöntemi hem hijyenik hem uygun maliyetlidir.
Product,paper-towel-dispenser-ilzf10-850006,title,tr,,,Pappershandduksautomat ILZF10,Paper towel dispenser ILZF10
Product,paper-towel-dispenser-ilzf10-850006,body_html,tr,,,"För enkelt och ekonomiskt uttag av pappershanddukar. Pappershandduksautomaten är utrustad med vanligt veckat papper och passar mycket bra i offentliga hygienutrymmen t.ex. på restauranger, hotell, flygplatser eller på företag.","Kâğıt havluların kolay ve uygun maliyetli sunumu için. Standart katlı kâğıtla doldurulduğunda bu cihaz; örneğin yeme-içme işletmeleri, oteller, havalimanları ve şirket binalarındaki umumi tuvaletlerde kullanım için idealdir."
Product,soap-dispenser-wall-mounting-ss-1l-850007,title,tr,,,"Tvålautomat, väggmontering, CNS, 1l","Soap dispenser, wall-mounting,SS,1L"
Product,soap-dispenser-wall-mounting-ss-1l-850007,body_html,tr,,,"Användarvänligt, tillförlitligt och med tidlös design","Kullanıcı dostu, güvenilir ve zamansız bir tasarımla."
Product,soap-dispenser-ps-0-9l-w-850008,title,tr,,,"Tvålautomat PS 0,9L-W","Soap dispenser PS 0,9L-W"
Product,soap-dispenser-ps-0-9l-w-850008,body_html,tr,,,För hygienisk pumpning av vanlig flytande tvål genom enhands- eller armbågsmanövrering,Elle veya dirsekle kullanılan dispenserle ticari sıvı sabunların hijyenik sunumu için.
Product,hand-dryer-is-31ls-w-850011,title,tr,,,Handtork IS 31LS-W,El kurutma makinesi IS 31LS-W
Product,hand-dryer-is-31ls-w-850011,body_html,tr,,,Liten men effektiv &ndash; den kompakta handtorken med infrar&ouml;d-sensor och start/stopp-automatik har ett h&ouml;geffektivt luftmunstycke som m&ouml;jligg&ouml;r snabb och grundlig torkning av h&auml;nderna.,"Küçük ama güçlü — kızılötesi sensörlü ve otomatik başlatma/durdurma işlevli bu kompakt el kurutma makinesi, hızlı ve iyi bir el kurutması sağlayan gerçekten güçlü bir hava ağzına sahiptir."
Product,drip-tray-ps-0-9l-w-850018,title,tr,,,"Droppskål PS 0,9L-W","Drip tray PS 0,9L-W"
Product,drip-tray-ps-0-9l-w-850018,body_html,tr,,,"Avsedd för desinfektionsmedelsbehållare PS 0,9L-W och tvålbehållare PS 0,9L-W",PS 0.9L-W dezenfektan dispenseri ve PS 0.9L-W sabun dispenseri için tasarlanmıştır.
Product,disinfectant-dispenser-ps-0-9l-w-850019,title,tr,,,"Desinfektionsautomat PS 0,9L-W",Disinfectant dispenser PS 0.9L-W
Product,disinfectant-dispenser-ps-0-9l-w-850019,body_html,tr,,,"Snabb och enkel handdesinfektion för maximalt skydd. I kök, på sjukhus, laboratorier eller offentliga byggnader - med det patronlösa pumpsystemet skapar den armbågsmanövrerade automaten optimala hygienförhållanden.","Azami koruma için hızlı ve zahmetsiz el dezenfeksiyonu. İster mutfaklarda, ister laboratuvarlarda, ister kamu binalarında olsun — dirsekle kullanılan dispensere sahip kartuşsuz pompa sistemi, en iyi hijyen koşullarını sağlar."
Product,hygiene-station-dh1-1460-850021,title,tr,,,Słupek higieniczny DH1 1460,Hygiene station DH1 1460
Product,hygiene-station-dh1-1460-850021,body_html,tr,,,"Hygienstationen är en idealisk, flyttbar lösning för handhygien, i synnerhet i entréer – utan vägg- eller golvmontering. Med desinfektionsautomaten, droppskålen och handskautomaten som beställs som tillval erbjuder stationen optimal hygien för restauranger, hotell, bensinmackar etc.","Hijyen istasyonu, özellikle giriş alanlarında el hijyeni için ideal taşınabilir çözümdür. Duvara veya zemine monte edilmesi gerekmez. İsteğe bağlı dezenfektan dispenseri, damlama tepsisi ve eldiven dispenseriyle hijyen istasyonu; barlar, restoranlar, oteller ve akaryakıt istasyonları için üstün hijyen standartları sağlar."
Product,glove-dispenser-k10-850023,title,tr,,,Handskautomat K10,Glove dispenser K10
Product,glove-dispenser-k10-850023,body_html,tr,,,"Restauranger, hotell, bensinstationer, hälsovård eller sjukhus. Handskautomaten monteras enkelt på vägg vid entréer eller på arbetsplatser. Den integrerade fjädern ger ett säkert fäste och gör det möjligt att använda även mindre kartonger.","Barlar ve restoranlar, oteller, akaryakıt istasyonları, bakımevleri ve hastaneler için. Eldiven dispenseri girişlere veya çalışma noktalarına kolayca duvara monte edilebilir. Entegre yay, güvenli bir tutuş sağlar ve küçük kutuların bile kullanılmasına imkân verir."
Product,glove-dispenser-k20-850024,title,tr,,,Handskautomat K20,Glove dispenser K20
Product,glove-dispenser-k20-850024,body_html,tr,,,"Restauranger, hotell, bensinstationer, hälsovård eller sjukhus. Handskautomaten monteras enkelt på vägg vid entréer eller på arbetsplatser. Engångshandskar i 2 olika storlekar är alltid tillgängliga.","Barlar ve restoranlar, oteller, akaryakıt istasyonları, bakımevleri ve hastaneler için. Eldiven dispenseri girişlere veya çalışma noktalarına kolayca duvara monte edilebilir. Böylece 2 farklı bedende eldiven el altında tutulur."
Product,glove-dispenser-k30-850025,title,tr,,,Handskautomat K30,Glove dispenser K30
Product,glove-dispenser-k30-850025,body_html,tr,,,"Restauranger, hotell, bensinstationer, hälsovård eller sjukhus. Handskautomaten monteras enkelt på vägg vid entréer eller på arbetsplatser. Den praktiska markeringen av de 3 handskstorlekarna på automaten skapar ordning och reda, och rätt handskar plockas ut snabbt.","Barlar ve restoranlar, oteller, akaryakıt istasyonları, bakımevleri ve hastaneler için. Eldiven dispenseri girişlere veya çalışma noktalarına kolayca duvara monte edilebilir. Dispenser üzerindeki 3 eldiven bedeninin pratik işaretlenmesi, eldivenleri düzenli tutar ve kullanıcıların doğru eldiveni hızla seçmesini sağlar."
Product,disinfectant-dispenser-irs-1l-w-850027,title,tr,,,Desinfektionsautomat IRS 1L-W,Disinfectant dispenser IRS 1L-W
Product,disinfectant-dispenser-irs-1l-w-850027,body_html,tr,,,Med hjälp av IR-sensorn erbjuder desinfektionsautomaten en beröringsfri handdesinfektion som är mycket användarvänlig och hygienisk. Doseringen kan ställas in på förhand och gör det möjligt att använda alla flytande handdesinfektionsmedel med mycket god ekonomi.,"Kızılötesi sensörüyle dezenfektan dispenseri, özellikle kullanıcı dostu ve hijyenik olan temassız el dezenfeksiyonunu sağlar. Dozaj sistemi önceden ayarlanabilir ve tüm sıvı el dezenfektanlarının verimli kullanımına imkân verir."
Product,hotel-hairdryer-1600s-850041,title,tr,,,Hotellfön 1600S,Hotel hairdryer 1600S
Product,hotel-hairdryer-1600s-850041,body_html,tr,,,"Den eleganta, svarta designen passar in överallt: på hotellrum, i gästhus, på vandrarhem eller i fartygshytter. Den långa spiralkabeln ger hög flexibilitet vid valet av monteringspunkt på väggen.","İster otel odasında, ister pansiyonda, ister gençlik hostelinde, ister gemi kamarasında — zarif siyah tasarımıyla bu otel saç kurutma makinesi her iç mekânı güzelleştirir. Uzun spiral kablo, duvara montaj konumunda yüksek düzeyde esneklik sunar."
Product,hotel-hairdryer-1600sr-850042,title,tr,,,Hotellfön 1600SR,Hotel hairdryer 1600SR
Product,hotel-hairdryer-1600sr-850042,body_html,tr,,,"Den eleganta, svarta designen passar in &ouml;verallt: p&aring; hotellrum, i g&auml;sthus, p&aring; vandrarhem eller i fartygshytter. Det inbyggda rakapparatuttaget och den l&aring;nga spiralkabeln ger en stor flexibilitet.","İster otel odasında, ister pansiyonda, ister gençlik hostelinde, ister gemi kamarasında — zarif siyah tasarımıyla bu otel saç kurutma makinesi her iç mekânı güzelleştirir. Dahili tıraş makinesi prizi ve uzun spiral kablo yüksek düzeyde esneklik sağlar."
Product,disinfectant-dispenser-ps-1l-w-850048,title,tr,,,Desinfektionsautomat PS 1L-W,Disinfectant dispenser PS 1L-W
Product,disinfectant-dispenser-ps-1l-w-850048,body_html,tr,,,"Desinfektionsautomat med praktisk armbågsmanövrering för optimala hygienförhållanden i offentliga byggnader, restauranger, kök, laboratorier, skolor etc. Det patronlösa pumpsystemet medger en okomplicerad, miljövänlig påfyllning.","Kamu binaları, restoranlar, mutfaklar, laboratuvarlar, okullar vb. yerlerde en iyi hijyen koşulları için pratik dirsek kumandalı dezenfektan dispenseri. Kartuşsuz pompa sistemi kolay ve çevre dostu doldurma sağlar."
Product,hygiene-column-set-dh1-1460-850055,title,tr,,,Hygienstations-set DH1 1460,Hygiene column set DH1 1460
Product,hygiene-column-set-dh1-1460-850055,body_html,tr,,,"Det flyttbara, kompletta hygienpaketet: desinfektionsautomat, droppskål, handskautomat och hygienstation i ett set. Tack vare det solida utförandet i rostfritt stål kan setet användas överallt på plana ytor, helt efter behov och utan förankring.","Eksiksiz taşınabilir hijyen paketi: Dezenfektan dispenseri, damlama tepsisi, eldiven dispenseri ve hijyen kolonu tek sette. Sağlam paslanmaz çelik yapısı sayesinde set, sabitleme gerekmeden düz bir zeminde her yerde ihtiyaca göre kullanılabilir."
Product,paper-towel-dispenser-ilzf20-850057,title,tr,,,Pappershandduksautomat ILZF20,Paper towel dispenser ILZF20
Product,paper-towel-dispenser-ilzf20-850057,body_html,tr,,,"Torra händer för alla på högsta hygieniska nivå. Pappershandduksautomaten kan snabbt och enkel fyllas med pappershanddukar i vanliga vikningar. Oavsett om det gäller restauranger, barer, diskotek eller hotell, så används pappershandduksdispensern och pappershanddukarna avlägsnas bit för bit.","Herkes için kuru eller ve kusursuz hijyen! Bu kâğıt havlu dispenseri, geleneksel katlı kâğıt havlularla hızlı ve kolayca doldurulabilir. İster restoranlarda, ister barlarda, ister bulaşıkhanelerde, ister otelcilikte olsun, kâğıt havlu dispenseri kullanılır ve kâğıt havlular tek tek alınır."
Product,room-air-cleaner-w4000-850200,title,tr,,,Rumsluftrenare W4000,Room air cleaner W4000
Product,room-air-cleaner-w4000-850200,body_html,tr,,,"Med en maximal lufteffekt på 400 m³/h renar W4000 luften från virus, allergener och lukter. De olika färgerna i LED-ringen indikerar aktuell luftkvalitet och utgör även ett vackert blickfång i rummet.","Azami 400 m³/sa hava debisiyle W4000, havayı virüslerden, alerjenlerden ve kokulardan arındırır. LED halkasının farklı renkleri, mevcut hava kalitesi hakkında bilgi verir ve odada çekici renkli bir aydınlatma etkisi yaratır."
Product,hepa-filter-w4000-850210,title,tr,,,HEPA-filter W4000,HEPA filter W4000
Product,hepa-filter-w4000-850210,body_html,tr,,,"Filtret, med filterklass HEPA H13 och en livslängd på 2.200 driftstimmar, är dimensionerat för rumsluftrenare W4000.","HEPA H13 filtre sınıfındaki ve 2.200 çalışma saati hizmet ömrüne sahip bu filtre, W4000 oda hava temizleyicisi için tasarlanmıştır."
Product,wall-mounted-ashtray-black-860000,title,tr,,,"Väggaskkopp, svart","Wall-mounted ashtray, black"
Product,wall-mounted-ashtray-black-860000,body_html,tr,,,"Väggmonterad askkopp i svart lackerad stålplåt, 1 liters volym – enkel tömning via frontluckan, väggmontering. För hotellentréer och terrassområden som vill erbjuda rökare en snygg, liten askkopp i diskret design.","Siyah renkte duvar tipi küllük, boyalı sac çelikten, 1 litre kapasite — ön kapaktan kolayca boşaltılır, duvara monte edilir. Sigara içenlere göze batmayan tasarımda düzenli ve küçük bir küllük sunmak isteyen otel girişleri ve teras alanları için."
Product,wall-mounted-ashtray-silver-860001,title,tr,,,"Väggaskkopp, silver","Wall-mounted ashtray, silver"
Product,wall-mounted-ashtray-silver-860001,body_html,tr,,,"Väggmonterad askkopp i silver av rostfritt stål, 6,5 liters volym – enkel tömning via frontluckan, väggmontering. För hotellentréer, terrasser och uteserveringar som vill erbjuda rökare en snygg och lättskött askkopp.","Gümüş paslanmaz çelik duvar tipi küllük, 6,5 litre kapasite — ön kapaktan kolayca boşaltılır, duvara monte edilir. Sigara içenlere düzenli ve bakımı kolay bir küllük sunmak isteyen otel girişleri, teraslar ve açık hava yemek alanları için."
Product,standing-ashtray-silver-860002,title,tr,,,Golvaskkopp silver,"Standing ashtray, silver"
Product,rubbish-bin-56l-860006,title,tr,,,Avfallshink 56L,Rubbish bin 56L
Product,rubbish-bin-56l-860006,body_html,tr,,,"Rullbar avfallskorg i rostfritt stål, 56 liter, med fyra svängbara hjul, avtagbart lock och handtag på sidorna. Innerbehållare Ø 370 mm, höjd 520 mm. För professionella kök och matsalar som behöver en robust, mobil avfallskorg för hygienisk avfallshantering.","Taşınabilir paslanmaz çelik çöp kovası, 56 litre, dört döner tekerlekli, çıkarılabilir kapak ve yan tutamaklarla. İç kap Ø 370 mm, yükseklik 520 mm. Hijyenik atık yönetimi için sağlam ve hareketli bir çöp kovası gereken profesyonel mutfaklar ve yemekhaneler için."
Product,bin-bag-stand-120l-860015,title,tr,,,Stativ för avfallspåsar 120L,Bin bag stand 120L
Product,bin-bag-stand-120l-860015,body_html,tr,,,"Hygieniskt, snabbt och okoplicerat – med den stora fotpedalen på trampstativet är en ren avfallshantering helt enkel. Genom anordningen utan lock kan stativet för avfallspåsar ställas också på lite lägre platser. En ytterligare fördel: Låsmekanismen lämnar otrevliga lukter där de tillhör – i avfallspåsen.","Hijyenik, hızlı ve kolay — çerçevedeki büyük ayak pedalı, çöpün temiz biçimde atılmasını kolaylaştırır. Kapaksız tasarım sayesinde çöp poşeti standı, tavan yüksekliği düşük köşelere de yerleştirilebilir. Bir başka artı: Sızdırmazlık mekanizması, hoş olmayan kokuları ait olduğu yerde — poşetin içinde — tutar."
Product,rubbish-bin-swing-860017,title,tr,,,Avfallshink Swing,Rubbish bin Swing
Product,rubbish-bin-swing-860017,body_html,tr,,,Med en generös volym på 52 liter och ett praktiskt svängbart lock garanterar denna soptunna snabb avfallshantering. Den löstagbara innerbehållaren gör tömningen särskilt enkel och hygienisk.,"52 litrelik geniş hacmi ve pratik salıncak kapağıyla bu çöp kovası, atıkların hızlı atılmasını sağlar. Çıkarılabilir iç kap, boşaltmayı özellikle kolay ve hijyenik kılar."
Product,chocolate-warmer-1-25l-900005,title,tr,,,"Chokladvärmare 1,25L","Chocolate warmer 1,25L"
Product,chocolate-warmer-1-25l-900005,body_html,tr,,,,"İster sütlü çikolata, ister bitter, ister beyaz çikolata — 1,25 litreye kadar çikolatanın yanmadan nazikçe ısıtılması."
Product,chocolate-fountain-sb-325-1-900007,title,tr,,,Chokladbrunn SB 325-1,Chocolate fountain SB 325-1
Product,chocolate-fountain-sb-325-1-900007,body_html,tr,,,"En h&ouml;jdare vid alla sammankomster &ndash; Njut av f&auml;rsk frukt med sm&auml;lt, kr&auml;mig choklad. Denna dynamiska dessert f&aring;r varje g&auml;st att sm&auml;lta.","Her etkinliğin öne çıkan noktası — kremsi erimiş çikolatayla taze meyvenin keyfini çıkarın. Bu canlı tatlı, misafirleri gerçekten çekiyor."
Product,chocolate-dispenser-5l-900011,title,tr,,,Chokladautomat 5L,Chocolate dispenser 5L
Product,chocolate-dispenser-5l-900011,body_html,tr,,,Det perfekta s&auml;ttet att njuta av varm choklad: den f&auml;rdiga chokladdrycken h&auml;lls helt enkelt i chokladdispensern. Den skonsamma uppv&auml;rmningen och det roterande omr&ouml;rningsbladet f&ouml;rhindrar att den l&auml;ckra kakaodrycken br&auml;nns eller klumpar sig n&auml;r den v&auml;rms upp och h&aring;lls varm.,"Sıcak çikolatanın keyfini çıkarmanın mükemmel yolu: Hazırlanan çikolatalı içecek çikolata dispenserine dökülür. Nazik ısıtma ve dönen karıştırma bıçağı, bu nefis kakaolu içeceği ısıtırken ve sıcak tutarken yanmayı veya topaklanmayı önler."
Product,cooking-basket-110-900300,title,tr,,,Stekkorg 110,Cooking basket 110
Product,cooking-basket-110-900300,body_html,tr,,,"Ett hälsosamt och ekonomiskt alternativ som dessutom sparar plats i köket. Eftersom resultatet vid tillredning av pommes frites, klyftpotatis och även grönsaker i en kombiångugn blir lyckat och välsmakande med denna stekkorg. På grund av utförandet med grova nätmaskor uppstår en intensivare värmeinverkan på stekgodset i jämförelse med bakplåtar eller hålplåtar.","Sağlıklı ve ekonomik, ayrıca mutfakta yer kazandıran bir alternatif. Çünkü patates kızartması, patates dilimleri ve sebzeler bu pişirme sepetiyle kombi fırında güzel ve lezzetli çıkıyor. İri gözlü yapısı sayesinde, tepsi veya delikli tepsi kullanımına kıyasla ürün üzerinde daha yoğun bir ısı etkisi oluşur."
Product,foodwarmer-5-5l-a100155,title,tr,,,"Livsmedelsvärmare 5,5L","Foodwarmer 5,5L"
Product,foodwarmer-5-5l-a100155,body_html,tr,,,"Matvärmare med 5,5 liters keramisk innerkruka, 3-stegs reglering upp till 96 °C, 0,28 kW. Transparent lock med värmeskyddshandtag. Klar att anslutas. För bufféer, serveringar och cateringuppdrag där soppor och grytor ska hållas varma på ett kompakt och effektivt sätt.","5,5 litrelik seramik iç kazanlı yemek ısıtıcısı, 96 °C'ye kadar 3 kademeli ayar, 0,28 kW. Isıya dayanıklı tutamaklı şeffaf kapak. Fişe takıp kullanmaya hazır. Çorba ve güveçlerin kompakt ve verimli biçimde sıcak tutulması gereken büfeler, servis tezgâhları ve catering uygulamaları için."
Product,conveyor-toaster-dlt150-1-a100205,title,tr,,,Rostmaskin DLT150-1,Bantlı tost makinesi DLT150-1
Product,conveyor-toaster-dlt150-1-a100205,body_html,tr,,,"Den rostfria brödrosten i borstat rostfritt stål imponerar med sin högkvalitativa finish och mångsidighet. Oavsett om det gäller rostat bröd, smörgåsar eller brödhalvor: allt blir jämnt brynt och krispigt på kort tid. Tack vare den steglöst justerbara bandhastigheten, den riktade regleringen av över- och undervärmen och den valbara främre eller bakre utgången kan brödrosten flexibelt anpassas till respektive krav - perfekt för professionella kök med hög kapacitet.","Fırçalanmış paslanmaz çelik konveyörlü tost makinesi, kaliteli işçiliği ve çok yönlülüğüyle etkiliyor. İster tost, ister sandviç, ister yarım ekmek: Her şey kısa sürede eşit ve çıtır biçimde kızarıyor. Kademesiz ayarlanabilir bant hızı, üst ve alt ısının hedefli denetimi ve seçilebilir ön veya arka çıkış sayesinde tost makinesi ilgili gereksinimlere esnek biçimde uyarlanabilir — sirkülasyonu yüksek profesyonel mutfaklar için ideal."
Product,foodwarmer-6-5l-a100265,title,tr,,,"Livsmedelsvärmare 6,5L","Foodwarmer 6,5L"
